ID_Client,Client,Genre,Age,Type_Client,Ville,Indice_HCP
12042,Karim,Homme,39,Fidèle,Kénitra,65
12043,Hicham,Homme,53,Nouveau,Oujda,50
12044,Khalid,Homme,63,Fidèle,Rabat,90
12045,Kaoutar,Femme,24,Nouveau,Agadir,70
12046,Jalal,Homme,46,Fidèle,Tanger,75
12047,Soukaina,Femme,47,Fidèle,Meknès,60
12048,Zakaria,Homme,57,Nouveau,Marrakech,80
12049,Chaimae,Femme,42,Fidèle,Agadir,70
12050,Majda,Femme,25,Nouveau,Fès,60
12051,Sara,Femme,39,Nouveau,Tanger,75
12052,Basma,Femme,65,Nouveau,Rabat,90
12053,Anwar,Homme,58,Nouveau,Casablanca,95
12054,Omar,Homme,24,Nouveau,Mohammedia,85
12055,Mustapha,Homme,45,Nouveau,Fès,60
12056,Sara,Femme,66,Nouveau,Meknès,60
12057,Loubna,Femme,30,Nouveau,Mohammedia,85
12058,Mustapha,Homme,28,Fidèle,Salé,75
12059,Fatiha,Femme,49,Fidèle,Fès,60
12060,Ismail,Homme,23,Nouveau,Casablanca,95
12061,Ikram,Femme,61,Nouveau,Agadir,70
12062,Souad,Femme,33,Fidèle,Marrakech,80
12063,Safae,Femme,60,Fidèle,Mohammedia,85
12064,Dounia,Femme,43,Fidèle,Casablanca,95
12065,Wiam,Femme,44,Fidèle,Agadir,70
12066,Mohamed,Homme,57,Nouveau,Mohammedia,85
12067,Abdelhak,Homme,20,Nouveau,Fès,60
12068,Reda,Homme,67,Fidèle,Oujda,50
12069,Zahra,Femme,34,Fidèle,Rabat,90
12070,Abdelhak,Homme,34,Nouveau,Kénitra,65
12071,Latifa,Femme,67,Nouveau,Mohammedia,85
12072,Othmane,Homme,57,Fidèle,Oujda,50
12073,Bouchra,Femme,63,Nouveau,Kénitra,65
12074,Sami,Homme,67,Nouveau,Tanger,75
12075,Chaimae,Femme,54,Nouveau,Tanger,75
12076,Rabia,Femme,67,Nouveau,Agadir,70
12077,Saad,Homme,31,Nouveau,Agadir,70
12078,Issam,Homme,20,Nouveau,Tanger,75
12079,Fatiha,Femme,54,Fidèle,Agadir,70
12080,Souad,Femme,43,Nouveau,Marrakech,80
12081,Majda,Femme,51,Nouveau,Fès,60
12082,Latifa,Femme,21,Nouveau,Casablanca,95
12083,Kenza,Femme,33,Fidèle,Oujda,50
12084,Kenaza,Femme,29,Nouveau,Kénitra,65
12085,Nawal,Femme,67,Nouveau,Meknès,60
12086,Souad,Femme,63,Fidèle,Agadir,70
12087,Raja,Femme,62,Nouveau,Casablanca,95
12088,Layla,Femme,58,Fidèle,Kénitra,65
12089,Saad,Homme,23,Nouveau,Rabat,90
12090,Nouamane,Homme,42,Nouveau,Kénitra,65
12091,Nawal,Femme,20,Nouveau,Oujda,50
12092,Abdelhak,Homme,52,Nouveau,Fès,60
12093,Mounir,Homme,53,Nouveau,Casablanca,95
12094,Meryem,Femme,62,Nouveau,Tanger,75
12095,Lamia,Femme,35,Nouveau,Meknès,60
12096,Ayoub,Homme,56,Nouveau,Laâyoune,55
12097,Aissam,Homme,52,Fidèle,Mohammedia,85
12098,Saad,Homme,52,Fidèle,Oujda,50
12099,Younes,Homme,27,Nouveau,Mohammedia,85
12100,Fatima,Femme,25,Nouveau,Oujda,50
12101,Driss,Homme,35,Nouveau,Tanger,75
12102,Intissar,Femme,21,Nouveau,Casablanca,95
12103,Ghali,Homme,44,Nouveau,Salé,75
12104,Meriem,Femme,36,Nouveau,Casablanca,95
12105,Raja,Femme,23,Nouveau,Casablanca,95
12106,Touria,Femme,50,Nouveau,Casablanca,95
12107,Issam,Homme,35,Nouveau,Mohammedia,85
12108,Randa,Femme,39,Nouveau,Agadir,70
12109,Anas,Homme,68,Nouveau,Agadir,70
12110,Sanae,Femme,64,Nouveau,Meknès,60
12111,Wiam,Femme,23,Fidèle,Tanger,75
12112,Adil,Homme,65,Nouveau,Agadir,70
12113,Kamal,Homme,21,Nouveau,Kénitra,65
12114,Fouad,Homme,37,Nouveau,Marrakech,80
12115,Mehdi,Homme,53,Nouveau,Rabat,90
12116,Badr,Homme,36,Nouveau,Meknès,60
12117,Intissar,Femme,26,Fidèle,Oujda,50
12118,Keltoum,Femme,35,Nouveau,Laâyoune,55
12119,Hamza,Homme,23,Nouveau,Meknès,60
12120,Zahra,Femme,51,Nouveau,Tanger,75
12121,Lamia,Femme,31,Nouveau,Kénitra,65
12122,Kenaza,Femme,57,Nouveau,Salé,75
12123,Aziz,Homme,37,Nouveau,Rabat,90
12124,Anwar,Homme,47,Nouveau,Laâyoune,55
12125,Keltoum,Femme,26,Nouveau,Marrakech,80
12126,Dounia,Femme,52,Fidèle,Salé,75
12127,Fatiha,Femme,22,Nouveau,Casablanca,95
12128,Randa,Femme,40,Nouveau,Fès,60
12129,Basma,Femme,57,Nouveau,Mohammedia,85
12130,Abderrahmane,Homme,39,Nouveau,Laâyoune,55
12131,Zahra,Femme,59,Fidèle,Casablanca,95
12132,Fouad,Homme,42,Fidèle,Fès,60
12133,Hasna,Femme,60,Fidèle,Agadir,70
12134,Ayoub,Homme,61,Nouveau,Salé,75
12135,Fouad,Homme,25,Nouveau,Meknès,60
12136,Safae,Femme,29,Nouveau,Salé,75
12137,Keltoum,Femme,28,Fidèle,Tanger,75
12138,Ghita,Femme,57,Nouveau,Rabat,90
12139,Othmane,Homme,49,Nouveau,Mohammedia,85
12140,Ikram,Femme,61,Fidèle,Tanger,75
12141,Badr,Homme,49,Nouveau,Marrakech,80
12142,Loubna,Femme,48,Nouveau,Casablanca,95
12143,Habib,Homme,66,Fidèle,Agadir,70
12144,Soufiane,Homme,43,Fidèle,Agadir,70
12145,Intissar,Femme,68,Nouveau,Agadir,70
12146,Ali,Homme,50,Nouveau,Casablanca,95
12147,Keltoum,Femme,45,Nouveau,Laâyoune,55
12148,Mohamed,Homme,36,Nouveau,Tanger,75
12149,Karim,Homme,66,Fidèle,Salé,75
12150,Fouad,Homme,20,Fidèle,Meknès,60
12151,Khalid,Homme,22,Nouveau,Kénitra,65
12152,Khalid,Homme,54,Nouveau,Salé,75
12153,Fouad,Homme,68,Nouveau,Mohammedia,85
12154,Brahim,Homme,57,Nouveau,Kénitra,65
12155,Hicham,Homme,58,Fidèle,Laâyoune,55
12156,Said,Homme,22,Nouveau,Oujda,50
12157,Jaouad,Homme,30,Nouveau,Agadir,70
12158,Hasna,Femme,34,Fidèle,Meknès,60
12159,Yassine,Homme,24,Nouveau,Tanger,75
12160,Chaimae,Femme,40,Nouveau,Fès,60
12161,Abdelhak,Homme,66,Fidèle,Kénitra,65
12162,Zakaria,Homme,22,Nouveau,Rabat,90
12163,Sanae,Femme,33,Nouveau,Meknès,60
12164,Brahim,Homme,33,Fidèle,Kénitra,65
12165,Hajar,Femme,58,Nouveau,Meknès,60
12166,Imane,Femme,31,Nouveau,Casablanca,95
12167,Kamal,Homme,65,Nouveau,Fès,60
12168,Taha,Homme,21,Nouveau,Laâyoune,55
12169,Safae,Femme,67,Nouveau,Oujda,50
12170,Malika,Femme,54,Nouveau,Rabat,90
12171,Brahim,Homme,44,Nouveau,Rabat,90
12172,Said,Homme,20,Nouveau,Mohammedia,85
12173,Abdelaziz,Homme,49,Nouveau,Salé,75
12174,Noureddine,Homme,22,Fidèle,Meknès,60
12175,Driss,Homme,26,Fidèle,Fès,60
12176,Faycal,Homme,65,Nouveau,Rabat,90
12177,Amine,Homme,38,Fidèle,Agadir,70
12178,Nisrine,Femme,65,Nouveau,Marrakech,80
12179,Nabil,Homme,56,Nouveau,Marrakech,80
12180,Salah,Homme,51,Nouveau,Marrakech,80
12181,Bouchra,Femme,63,Fidèle,Fès,60
12182,Abdellah,Homme,48,Nouveau,Agadir,70
12183,Salma,Femme,30,Nouveau,Meknès,60
12184,Nabil,Homme,50,Nouveau,Agadir,70
12185,Youssef,Homme,50,Fidèle,Oujda,50
12186,Amine,Homme,28,Fidèle,Mohammedia,85
12187,Safae,Femme,51,Nouveau,Laâyoune,55
12188,Rayan,Homme,23,Nouveau,Kénitra,65
12189,Faycal,Homme,65,Nouveau,Oujda,50
12190,Salma,Femme,56,Nouveau,Fès,60
12191,Hasna,Femme,62,Nouveau,Agadir,70
12192,Majda,Femme,31,Fidèle,Meknès,60
12193,Jawad,Homme,41,Fidèle,Kénitra,65
12194,Malak,Femme,29,Nouveau,Rabat,90
12195,Yasmine,Femme,53,Fidèle,Casablanca,95
12196,Latifa,Femme,24,Nouveau,Mohammedia,85
12197,Rachid,Homme,44,Fidèle,Mohammedia,85
12198,Loubna,Femme,22,Fidèle,Oujda,50
12199,Kenaza,Femme,53,Nouveau,Rabat,90
12200,Sara,Femme,63,Nouveau,Mohammedia,85
12201,Rabia,Femme,55,Nouveau,Mohammedia,85
12202,Reda,Homme,34,Fidèle,Meknès,60
12203,Basma,Femme,35,Nouveau,Mohammedia,85
12204,Karim,Homme,25,Fidèle,Mohammedia,85
12205,Nadia,Femme,57,Nouveau,Salé,75
12206,Taha,Homme,59,Nouveau,Laâyoune,55
12207,Malak,Femme,47,Nouveau,Laâyoune,55
12208,Issam,Homme,31,Nouveau,Meknès,60
12209,Hicham,Homme,51,Fidèle,Laâyoune,55
12210,Soukaina,Femme,53,Nouveau,Tanger,75
12211,Khalid,Homme,45,Nouveau,Tanger,75
12212,Dounia,Femme,41,Nouveau,Oujda,50
12213,Ayoub,Homme,53,Nouveau,Rabat,90
12214,Souad,Femme,57,Nouveau,Meknès,60
12215,Soukaina,Femme,61,Nouveau,Casablanca,95
12216,Keltoum,Femme,41,Nouveau,Salé,75
12217,Mehdi,Homme,53,Fidèle,Agadir,70
12218,Noureddine,Homme,40,Nouveau,Agadir,70
12219,Brahim,Homme,56,Fidèle,Salé,75
12220,Zakaria,Homme,63,Fidèle,Laâyoune,55
12221,Meryem,Femme,48,Nouveau,Meknès,60
12222,Khadija,Femme,60,Fidèle,Rabat,90
12223,Khadija,Femme,68,Nouveau,Fès,60
12224,Hamza,Homme,27,Nouveau,Rabat,90
12225,Driss,Homme,22,Nouveau,Agadir,70
12226,Fouad,Homme,31,Nouveau,Laâyoune,55
12227,Oussama,Homme,35,Nouveau,Kénitra,65
12228,Majda,Femme,57,Fidèle,Agadir,70
12229,Malika,Femme,22,Fidèle,Rabat,90
12230,Souad,Femme,55,Nouveau,Casablanca,95
12231,Ahmed,Homme,28,Fidèle,Fès,60
12232,Majda,Femme,67,Nouveau,Marrakech,80
12233,Hajar,Femme,32,Fidèle,Oujda,50
12234,Siham,Femme,24,Nouveau,Rabat,90
12235,Dounia,Femme,37,Nouveau,Rabat,90
12236,Nadia,Femme,31,Nouveau,Oujda,50
12237,Ali,Homme,59,Nouveau,Salé,75
12238,Abdelhak,Homme,46,Nouveau,Laâyoune,55
12239,Siham,Femme,30,Fidèle,Salé,75
12240,Sara,Femme,37,Nouveau,Rabat,90
12241,Randa,Femme,28,Nouveau,Kénitra,65
12242,Taha,Homme,37,Nouveau,Meknès,60
12243,Bouchra,Femme,66,Nouveau,Kénitra,65
12244,Nisrine,Femme,34,Nouveau,Mohammedia,85
12245,Karim,Homme,45,Fidèle,Fès,60
12246,Amina,Femme,24,Nouveau,Meknès,60
12247,Intissar,Femme,51,Fidèle,Fès,60
12248,Issam,Homme,25,Nouveau,Oujda,50
12249,Chaimae,Femme,34,Fidèle,Oujda,50
12250,Zineb,Femme,43,Nouveau,Tanger,75
12251,Siham,Femme,34,Fidèle,Casablanca,95
12252,Hamza,Homme,21,Nouveau,Marrakech,80
12253,Hamza,Homme,59,Fidèle,Marrakech,80
12254,Jaouad,Homme,66,Nouveau,Meknès,60
12255,Hiba,Femme,36,Nouveau,Kénitra,65
12256,Faycal,Homme,62,Fidèle,Salé,75
12257,Faissal,Homme,31,Fidèle,Oujda,50
12258,Meriem,Femme,20,Nouveau,Fès,60
12259,Khadija,Femme,32,Fidèle,Tanger,75
12260,Amina,Femme,49,Nouveau,Mohammedia,85
12261,Fatiha,Femme,28,Nouveau,Agadir,70
12262,Adil,Homme,40,Fidèle,Mohammedia,85
12263,Ismail,Homme,37,Fidèle,Kénitra,65
12264,Nawal,Femme,59,Nouveau,Meknès,60
12265,Amine,Homme,48,Nouveau,Oujda,50
12266,Kenza,Femme,55,Fidèle,Laâyoune,55
12267,Reda,Homme,58,Nouveau,Meknès,60
12268,Hassan,Homme,25,Nouveau,Casablanca,95
12269,Raja,Femme,38,Nouveau,Mohammedia,85
12270,Walid,Homme,46,Fidèle,Marrakech,80
12271,Asmae,Femme,35,Nouveau,Salé,75
12272,Jaouad,Homme,64,Nouveau,Oujda,50
12273,Mustapha,Homme,30,Nouveau,Meknès,60
12274,Randa,Femme,63,Fidèle,Fès,60
12275,Jalal,Homme,30,Nouveau,Tanger,75
12276,Nawal,Femme,27,Nouveau,Salé,75
12277,Anas,Homme,28,Nouveau,Oujda,50
12278,Ikram,Femme,36,Fidèle,Laâyoune,55
12279,Kaoutar,Femme,38,Nouveau,Casablanca,95
12280,Othmane,Homme,20,Nouveau,Rabat,90
12281,Simohamed,Homme,40,Nouveau,Oujda,50
12282,Lamia,Femme,66,Fidèle,Fès,60
12283,Yasmine,Femme,60,Fidèle,Fès,60
12284,Yassine,Homme,65,Fidèle,Kénitra,65
12285,Ilyas,Homme,21,Nouveau,Fès,60
12286,Malika,Femme,57,Fidèle,Agadir,70
12287,Walid,Homme,29,Nouveau,Salé,75
12288,Yasmine,Femme,58,Nouveau,Tanger,75
12289,Hicham,Homme,33,Nouveau,Salé,75
12290,Zouhair,Homme,40,Nouveau,Salé,75
12291,Rayan,Homme,23,Fidèle,Casablanca,95
12292,Kenaza,Femme,40,Nouveau,Salé,75
12293,Oussama,Homme,43,Nouveau,Salé,75
12294,Safae,Femme,50,Nouveau,Agadir,70
12295,Asmae,Femme,58,Nouveau,Fès,60
12296,Aziz,Homme,59,Nouveau,Salé,75
12297,Hiba,Femme,39,Fidèle,Fès,60
12298,Zineb,Femme,20,Nouveau,Mohammedia,85
12299,Hajar,Femme,67,Nouveau,Rabat,90
12300,Ranya,Femme,57,Fidèle,Tanger,75
12301,Ikram,Femme,21,Nouveau,Kénitra,65
12302,Hasna,Femme,36,Nouveau,Oujda,50
12303,Faycal,Homme,42,Nouveau,Laâyoune,55
12304,Noureddine,Homme,57,Nouveau,Tanger,75
12305,Zineb,Femme,22,Fidèle,Mohammedia,85
12306,Mustapha,Homme,28,Nouveau,Oujda,50
12307,Ghali,Homme,25,Fidèle,Rabat,90
12308,Issam,Homme,30,Fidèle,Marrakech,80
12309,Yasmine,Femme,44,Nouveau,Mohammedia,85
12310,Malak,Femme,31,Fidèle,Marrakech,80
12311,Marouane,Homme,43,Nouveau,Oujda,50
12312,Omar,Homme,34,Fidèle,Laâyoune,55
12313,Habib,Homme,41,Fidèle,Meknès,60
12314,Nadia,Femme,37,Fidèle,Fès,60
12315,Faissal,Homme,32,Nouveau,Salé,75
12316,Taha,Homme,37,Nouveau,Oujda,50
12317,Yasmine,Femme,27,Fidèle,Rabat,90
12318,Aziz,Homme,55,Nouveau,Rabat,90
12319,Nisrine,Femme,55,Nouveau,Mohammedia,85
12320,Kenza,Femme,41,Fidèle,Salé,75
12321,Kamal,Homme,28,Nouveau,Rabat,90
12322,Ikram,Femme,67,Nouveau,Meknès,60
12323,Nabil,Homme,32,Fidèle,Casablanca,95
12324,Simohamed,Homme,24,Nouveau,Agadir,70
12325,Aissam,Homme,41,Nouveau,Rabat,90
12326,Ilyas,Homme,58,Nouveau,Laâyoune,55
12327,Intissar,Femme,55,Fidèle,Laâyoune,55
12328,Imane,Femme,38,Fidèle,Kénitra,65
12329,Badr,Homme,30,Nouveau,Mohammedia,85
12330,Badr,Homme,56,Nouveau,Oujda,50
12331,Chaimae,Femme,32,Nouveau,Agadir,70
12332,Nabil,Homme,20,Nouveau,Laâyoune,55
12333,Randa,Femme,29,Nouveau,Tanger,75
12334,Meryem,Femme,61,Nouveau,Laâyoune,55
12335,Hiba,Femme,47,Nouveau,Kénitra,65
12336,Rabia,Femme,49,Fidèle,Marrakech,80
12337,Ghita,Femme,44,Nouveau,Agadir,70
12338,Souad,Femme,31,Nouveau,Mohammedia,85
12339,Nisrine,Femme,38,Fidèle,Mohammedia,85
12340,Yasmine,Femme,33,Nouveau,Salé,75
12341,Zakaria,Homme,61,Nouveau,Salé,75
12342,Rachid,Homme,29,Nouveau,Casablanca,95
12343,Aziz,Homme,52,Fidèle,Meknès,60
12344,Malika,Femme,63,Nouveau,Laâyoune,55
12345,Omar,Homme,39,Fidèle,Rabat,90
12346,Khadija,Femme,22,Nouveau,Rabat,90
12347,Ghali,Homme,52,Nouveau,Kénitra,65
12348,Mehdi,Homme,62,Nouveau,Salé,75
12349,Adil,Homme,64,Fidèle,Rabat,90
12350,Salah,Homme,63,Nouveau,Mohammedia,85
12351,Ismail,Homme,27,Nouveau,Agadir,70
12352,Walid,Homme,65,Fidèle,Rabat,90
12353,Basma,Femme,46,Fidèle,Kénitra,65
12354,Randa,Femme,33,Nouveau,Rabat,90
12355,Ikram,Femme,39,Nouveau,Kénitra,65
12356,Marouane,Homme,59,Nouveau,Meknès,60
12357,Mohamed,Homme,43,Fidèle,Marrakech,80
12358,Jalal,Homme,33,Nouveau,Fès,60
12359,Ghita,Femme,67,Nouveau,Casablanca,95
12360,Driss,Homme,52,Nouveau,Fès,60
12361,Hicham,Homme,26,Nouveau,Mohammedia,85
12362,Houda,Femme,40,Nouveau,Salé,75
12363,Asmae,Femme,41,Nouveau,Salé,75
12364,Driss,Homme,46,Nouveau,Mohammedia,85
12365,Keltoum,Femme,61,Fidèle,Mohammedia,85
12366,Sanae,Femme,22,Nouveau,Kénitra,65
12367,Lamia,Femme,57,Nouveau,Salé,75
12368,Houda,Femme,64,Nouveau,Laâyoune,55
12369,Kamal,Homme,64,Nouveau,Fès,60
12370,Hamza,Homme,50,Nouveau,Rabat,90
12371,Kamal,Homme,40,Fidèle,Kénitra,65
12372,Nadia,Femme,61,Nouveau,Laâyoune,55
12373,Faycal,Homme,56,Nouveau,Laâyoune,55
12374,Zineb,Femme,54,Fidèle,Fès,60
12375,Souad,Femme,36,Fidèle,Marrakech,80
12376,Randa,Femme,35,Nouveau,Rabat,90
12377,Malika,Femme,47,Nouveau,Meknès,60
12378,Ahmed,Homme,45,Fidèle,Mohammedia,85
12379,Nawal,Femme,27,Fidèle,Salé,75
12380,Karim,Homme,20,Fidèle,Meknès,60
12381,Randa,Femme,58,Nouveau,Mohammedia,85
12382,Fatiha,Femme,58,Nouveau,Kénitra,65
12383,Anas,Homme,43,Nouveau,Marrakech,80
12384,Tarik,Homme,50,Nouveau,Kénitra,65
12385,Fatima,Femme,45,Fidèle,Marrakech,80
12386,Faycal,Homme,56,Nouveau,Mohammedia,85
12387,Houda,Femme,40,Nouveau,Fès,60
12388,Yasmine,Femme,30,Fidèle,Casablanca,95
12389,Amina,Femme,57,Nouveau,Casablanca,95
12390,Yasmine,Femme,30,Nouveau,Laâyoune,55
12391,Malak,Femme,32,Fidèle,Rabat,90
12392,Oussama,Homme,61,Nouveau,Agadir,70
12393,Soukaina,Femme,63,Nouveau,Salé,75
12394,Reda,Homme,24,Nouveau,Tanger,75
12395,Nabil,Homme,23,Nouveau,Agadir,70
12396,Zahra,Femme,60,Nouveau,Salé,75
12397,Asmae,Femme,21,Nouveau,Meknès,60
12398,Kaoutar,Femme,33,Nouveau,Casablanca,95
12399,Jaouad,Homme,65,Fidèle,Oujda,50
12400,Aziz,Homme,51,Fidèle,Tanger,75
12401,Mounir,Homme,42,Nouveau,Oujda,50
12402,Oussama,Homme,50,Nouveau,Casablanca,95
12403,Hiba,Femme,41,Fidèle,Tanger,75
12404,Houda,Femme,68,Nouveau,Oujda,50
12405,Mounir,Homme,33,Nouveau,Agadir,70
12406,Malak,Femme,48,Nouveau,Casablanca,95
12407,Kaoutar,Femme,52,Nouveau,Agadir,70
12408,Loubna,Femme,43,Nouveau,Kénitra,65
12409,Abderrahmane,Homme,54,Fidèle,Casablanca,95
12410,Oussama,Homme,43,Nouveau,Rabat,90
12411,Wiam,Femme,28,Nouveau,Casablanca,95
12412,Salma,Femme,26,Nouveau,Oujda,50
12413,Tarik,Homme,33,Nouveau,Laâyoune,55
12414,Kenza,Femme,65,Nouveau,Rabat,90
12415,Layla,Femme,63,Nouveau,Laâyoune,55
12416,Ahmed,Homme,38,Fidèle,Fès,60
12417,Brahim,Homme,31,Fidèle,Mohammedia,85
12418,Amine,Homme,24,Nouveau,Tanger,75
12419,Keltoum,Femme,63,Fidèle,Agadir,70
12420,Salma,Femme,62,Fidèle,Casablanca,95
12421,Wiam,Femme,54,Nouveau,Mohammedia,85
12422,Imane,Femme,32,Nouveau,Agadir,70
12423,Safae,Femme,47,Fidèle,Marrakech,80
12424,Youssef,Homme,65,Fidèle,Kénitra,65
12425,Abdellah,Homme,34,Fidèle,Tanger,75
12426,Marouane,Homme,23,Nouveau,Agadir,70
12427,Nisrine,Femme,21,Fidèle,Casablanca,95
12428,Nabil,Homme,45,Nouveau,Fès,60
12429,Brahim,Homme,29,Fidèle,Kénitra,65
12430,Salma,Femme,55,Nouveau,Casablanca,95
12431,Hicham,Homme,44,Nouveau,Mohammedia,85
12432,Malak,Femme,55,Fidèle,Tanger,75
12433,Loubna,Femme,61,Fidèle,Mohammedia,85
12434,Jaouad,Homme,58,Nouveau,Kénitra,65
12435,Zineb,Femme,62,Nouveau,Kénitra,65
12436,Ghali,Homme,54,Nouveau,Salé,75
12437,Walid,Homme,28,Nouveau,Fès,60
12438,Kenza,Femme,35,Nouveau,Casablanca,95
12439,Jaouad,Homme,52,Nouveau,Fès,60
12440,Lamia,Femme,57,Nouveau,Rabat,90
12441,Rayan,Homme,62,Fidèle,Mohammedia,85
12442,Abdelaziz,Homme,31,Fidèle,Tanger,75
12443,Hicham,Homme,42,Nouveau,Oujda,50
12444,Tarik,Homme,49,Nouveau,Tanger,75
12445,Faycal,Homme,50,Fidèle,Meknès,60
12446,Brahim,Homme,49,Nouveau,Tanger,75
12447,Kaoutar,Femme,66,Nouveau,Rabat,90
12448,Basma,Femme,27,Fidèle,Agadir,70
12449,Keltoum,Femme,68,Nouveau,Oujda,50
12450,Asmae,Femme,38,Nouveau,Rabat,90
12451,Malika,Femme,40,Nouveau,Mohammedia,85
12452,Raja,Femme,33,Nouveau,Oujda,50
12453,Nouzha,Femme,37,Nouveau,Meknès,60
12454,Ismail,Homme,43,Fidèle,Salé,75
12455,Zakaria,Homme,64,Nouveau,Agadir,70
12456,Simohamed,Homme,53,Nouveau,Casablanca,95
12457,Ikram,Femme,65,Fidèle,Fès,60
12458,Sara,Femme,55,Nouveau,Mohammedia,85
12459,Yassine,Homme,66,Nouveau,Laâyoune,55
12460,Ismail,Homme,41,Fidèle,Kénitra,65
12461,Brahim,Homme,27,Nouveau,Oujda,50
12462,Nadia,Femme,65,Nouveau,Rabat,90
12463,Rabia,Femme,58,Nouveau,Casablanca,95
12464,Siham,Femme,41,Nouveau,Tanger,75
12465,Nadia,Femme,43,Nouveau,Casablanca,95
12466,Youssef,Homme,45,Nouveau,Kénitra,65
12467,Kamal,Homme,53,Nouveau,Oujda,50
12468,Rabia,Femme,52,Nouveau,Fès,60
12469,Anwar,Homme,24,Nouveau,Tanger,75
12470,Ali,Homme,42,Fidèle,Rabat,90
12471,Soufiane,Homme,66,Fidèle,Marrakech,80
12472,Soufiane,Homme,39,Nouveau,Agadir,70
12473,Salma,Femme,66,Nouveau,Kénitra,65
12474,Anas,Homme,33,Nouveau,Kénitra,65
12475,Hasna,Femme,42,Nouveau,Meknès,60
12476,Lamia,Femme,33,Fidèle,Casablanca,95
12477,Lamia,Femme,54,Fidèle,Salé,75
12478,Khadija,Femme,61,Nouveau,Tanger,75
12479,Abdelhak,Homme,60,Nouveau,Laâyoune,55
12480,Oussama,Homme,49,Nouveau,Oujda,50
12481,Nadia,Femme,29,Nouveau,Agadir,70
12482,Loubna,Femme,20,Nouveau,Casablanca,95
12483,Khalid,Homme,32,Nouveau,Casablanca,95
12484,Simohamed,Homme,28,Nouveau,Agadir,70
12485,Lamia,Femme,35,Fidèle,Tanger,75
12486,Layla,Femme,39,Fidèle,Laâyoune,55
12487,Imane,Femme,68,Nouveau,Fès,60
12488,Malak,Femme,31,Nouveau,Agadir,70
12489,Souad,Femme,66,Nouveau,Casablanca,95
12490,Intissar,Femme,40,Nouveau,Tanger,75
12491,Kenza,Femme,62,Fidèle,Marrakech,80
12492,Dounia,Femme,29,Nouveau,Meknès,60
12493,Raja,Femme,56,Fidèle,Casablanca,95
12494,Marouane,Homme,24,Nouveau,Marrakech,80
12495,Sanae,Femme,52,Fidèle,Fès,60
12496,Reda,Homme,61,Fidèle,Agadir,70
12497,Bouchra,Femme,30,Nouveau,Casablanca,95
12498,Simohamed,Homme,20,Fidèle,Agadir,70
12499,Fatima,Femme,57,Nouveau,Laâyoune,55
12500,Zouhair,Homme,34,Nouveau,Meknès,60
12501,Raja,Femme,47,Nouveau,Oujda,50
12502,Brahim,Homme,65,Nouveau,Fès,60
12503,Youssef,Homme,46,Nouveau,Kénitra,65
12504,Ilyas,Homme,30,Nouveau,Mohammedia,85
12505,Youssef,Homme,29,Fidèle,Casablanca,95
12506,Layla,Femme,36,Fidèle,Fès,60
12507,Anwar,Homme,43,Nouveau,Rabat,90
12508,Hasna,Femme,42,Nouveau,Agadir,70
12509,Amina,Femme,32,Fidèle,Mohammedia,85
12510,Habib,Homme,39,Fidèle,Casablanca,95
12511,Zineb,Femme,35,Nouveau,Casablanca,95
12512,Ilyas,Homme,36,Fidèle,Mohammedia,85
12513,Anas,Homme,53,Fidèle,Casablanca,95
12514,Fouad,Homme,47,Nouveau,Meknès,60
12515,Ranya,Femme,68,Nouveau,Salé,75
12516,Kenaza,Femme,26,Nouveau,Mohammedia,85
12517,Intissar,Femme,50,Nouveau,Marrakech,80
12518,Brahim,Homme,21,Fidèle,Fès,60
12519,Kamal,Homme,54,Nouveau,Kénitra,65
12520,Randa,Femme,46,Fidèle,Rabat,90
12521,Anas,Homme,47,Fidèle,Marrakech,80
12522,Ghali,Homme,48,Nouveau,Oujda,50
12523,Meryem,Femme,50,Fidèle,Rabat,90
12524,Driss,Homme,32,Nouveau,Mohammedia,85
12525,Nabil,Homme,22,Nouveau,Fès,60
12526,Rachid,Homme,25,Fidèle,Kénitra,65
12527,Mohamed,Homme,35,Fidèle,Laâyoune,55
12528,Khalid,Homme,61,Nouveau,Fès,60
12529,Oussama,Homme,63,Nouveau,Laâyoune,55
12530,Nisrine,Femme,61,Nouveau,Oujda,50
12531,Faycal,Homme,51,Nouveau,Fès,60
12532,Yasmine,Femme,39,Nouveau,Mohammedia,85
12533,Faissal,Homme,57,Nouveau,Mohammedia,85
12534,Hamza,Homme,67,Fidèle,Laâyoune,55
12535,Nabil,Homme,44,Fidèle,Kénitra,65
12536,Oumaima,Femme,45,Nouveau,Rabat,90
12537,Ikram,Femme,38,Fidèle,Salé,75
12538,Khadija,Femme,43,Nouveau,Agadir,70
12539,Soukaina,Femme,61,Fidèle,Mohammedia,85
12540,Intissar,Femme,42,Nouveau,Marrakech,80
12541,Jalal,Homme,44,Fidèle,Mohammedia,85
12542,Noureddine,Homme,35,Nouveau,Laâyoune,55
12543,Sara,Femme,41,Fidèle,Meknès,60
12544,Zahra,Femme,38,Fidèle,Mohammedia,85
12545,Ranya,Femme,30,Nouveau,Oujda,50
12546,Abdelhak,Homme,41,Nouveau,Rabat,90
12547,Sami,Homme,26,Nouveau,Laâyoune,55
12548,Houda,Femme,66,Nouveau,Oujda,50
12549,Faycal,Homme,49,Nouveau,Laâyoune,55
12550,Nawal,Femme,22,Fidèle,Agadir,70
